Date,Open,High,Low,Close,Adj Close,Volume
2018-09-07,4.980000,4.980000,4.980000,4.980000,4.980000,0
2018-09-10,4.990000,4.990000,4.990000,4.990000,4.990000,0
2018-09-11,4.990000,4.990000,4.990000,4.990000,4.990000,0
2018-09-12,5.020800,5.020800,5.020800,5.020800,5.020800,0
2018-09-13,4.310000,4.320000,4.290000,4.320000,4.320000,0
2018-09-14,4.330000,4.340000,4.330000,4.330000,4.330000,0
2018-09-17,4.340000,4.340000,4.320000,4.330000,4.330000,0
2018-09-18,4.330000,4.330000,4.320000,4.330000,4.330000,0
2018-09-19,4.340000,4.350000,4.330000,4.350000,4.350000,0
2018-09-20,4.330000,4.340000,4.330000,4.340000,4.340000,0
2018-09-21,4.360000,4.370000,4.360000,4.370000,4.370000,0
2018-09-24,4.360000,4.360000,4.320000,4.320000,4.320000,0
2018-09-25,4.340000,4.350000,4.340000,4.340000,4.340000,0
2018-09-26,4.340000,4.350000,4.340000,4.350000,4.350000,0
2018-09-27,4.330000,4.370000,4.330000,4.370000,4.370000,0
2018-09-28,4.370000,4.377000,4.360000,4.360000,4.360000,50
2018-10-01,4.370000,4.370000,4.360000,4.370000,4.370000,0
2018-10-02,4.360000,4.370000,4.360000,4.370000,4.370000,0
2018-10-04,4.350000,4.360000,4.330000,4.340000,4.340000,0
2018-10-05,4.320000,4.320000,4.310000,4.310000,4.310000,0
2018-10-08,4.290000,4.300000,4.290000,4.290000,4.290000,0
2018-10-09,4.300000,4.300000,4.280000,4.300000,4.300000,0
2018-10-10,4.300000,4.300000,4.250000,4.250000,4.250000,0
2018-10-11,4.170000,4.180000,4.130000,4.140000,4.140000,0
2018-10-12,4.160000,4.160000,4.140000,4.140000,4.140000,0
2018-10-15,4.126500,4.150000,4.110000,4.150000,4.150000,200
2018-10-16,4.160000,4.190000,4.150000,4.190000,4.190000,0
2018-10-17,4.210000,4.210000,4.180000,4.190000,4.190000,0
2018-10-18,4.200000,4.220000,4.200000,4.200000,4.200000,0
2018-10-19,4.200000,4.210000,4.180000,4.200000,4.200000,0
2018-10-22,4.190000,4.190000,4.170000,4.170000,4.170000,7500
2018-10-23,4.140000,4.140000,4.100000,4.100000,4.100000,0
2018-10-24,4.140000,4.180000,4.130000,4.130000,4.130000,0
2018-10-25,4.090000,4.130000,4.090000,4.120000,4.120000,0
2018-10-26,4.070000,4.090000,4.060000,4.060000,4.060000,0
2018-10-29,4.130000,4.130000,4.130000,4.130000,4.130000,0
