Date,Open,High,Low,Close,Adj Close,Volume
2016-09-14,184.520004,184.520004,184.520004,184.520004,184.520004,0
2016-09-15,183.080002,184.520004,182.839996,184.520004,184.520004,0
2016-09-16,185.229996,185.899994,184.880005,185.669998,185.669998,0
2016-09-19,187.139999,187.639999,187.139999,187.559998,187.559998,0
2016-09-20,187.149994,187.830002,185.660004,187.830002,187.830002,0
2016-09-21,189.320007,189.550003,187.139999,188.919998,188.919998,0
2016-09-22,190.050003,190.500000,188.000000,190.169998,190.169998,0
2016-09-23,191.100006,191.100006,188.800003,190.509995,190.509995,0
2016-09-26,188.309998,189.149994,187.149994,188.610001,188.610001,0
2016-09-27,190.619995,190.820007,188.470001,190.399994,190.399994,0
2016-09-28,192.339996,192.339996,189.919998,190.567001,190.567001,0
2016-09-29,190.955994,192.899994,190.899994,191.761002,191.761002,0
2016-09-30,189.412994,192.250000,188.369995,191.154999,191.154999,0
2016-10-04,191.662003,194.292999,191.662003,192.856003,192.856003,0
2016-10-05,193.285004,193.285004,190.544006,191.889008,191.889008,0
2016-10-06,192.796005,193.061005,191.403000,192.119003,192.119003,0
2016-10-07,191.630005,192.998993,191.270996,191.570007,191.570007,0
2016-10-10,191.610001,194.722000,191.259003,194.261002,194.261002,0
2016-10-11,192.940994,193.080002,191.238998,191.664993,191.664993,0
2016-10-12,189.921997,193.294998,189.921997,192.511993,192.511993,0
2016-10-13,191.755005,191.804993,189.837997,190.250000,190.250000,0
2016-10-14,190.559006,194.182999,190.559006,193.587997,193.587997,0
2016-10-17,193.309006,193.309006,190.832001,192.123993,192.123993,0
2016-10-18,193.147995,195.132004,193.147995,194.274002,194.274002,0
2016-10-19,194.653000,196.270004,192.854004,195.738998,195.738998,0
2016-10-20,196.505997,196.505997,194.070999,194.792007,194.792007,0
2016-10-21,194.145004,195.901001,193.783005,194.552994,194.552994,0
2016-10-24,195.410004,196.789993,195.410004,195.470001,195.470001,0
2016-10-25,196.179001,197.714005,196.179001,197.046005,197.046005,0
2016-10-26,196.477997,196.498001,193.414993,194.595001,194.595001,0
2016-10-27,193.837997,193.837997,191.565994,191.606003,191.606003,0
2016-10-28,191.955002,191.955002,189.529999,191.507004,191.507004,0
2016-10-31,191.356995,191.604996,190.225998,191.158005,191.158005,0
2016-11-01,191.744995,191.908005,188.845993,189.134995,189.134995,0
2016-11-02,186.554001,187.998993,186.554001,186.664001,186.664001,0
2016-11-03,186.981995,188.268005,186.410004,186.942993,186.942993,0
2016-11-04,185.039993,186.485992,184.421997,185.229004,185.229004,0
2016-11-07,185.975998,189.901993,185.975998,189.453003,189.453003,0
2016-11-08,190.248993,190.772995,188.893997,190.179001,190.179001,0
2016-11-09,185.813995,191.597000,185.595001,189.949997,189.949997,0
2016-11-10,197.423004,197.453003,191.005997,191.085999,191.085999,0
2016-11-11,189.820007,192.584000,189.820007,190.287994,190.287994,0
2016-11-14,189.681000,194.242996,189.681000,193.457001,193.457001,0
2016-11-15,194.326004,194.326004,192.009995,192.802002,192.802002,0
2016-11-16,194.225998,194.225998,191.326004,192.123993,192.123993,0
2016-11-17,192.065002,194.393005,192.065002,193.300003,193.300003,0
2016-11-18,192.751999,194.647995,192.751999,193.817993,193.817993,0
2016-11-21,194.514999,194.514999,193.054001,193.468994,193.468994,0
2016-11-22,194.781998,196.270004,194.781998,195.589005,195.589005,0
2016-11-23,195.998001,198.582993,195.998001,198.001007,198.001007,0
2016-11-24,198.339996,199.432007,198.339996,198.339996,198.339996,0
2016-11-25,199.445999,199.772003,198.429001,198.498993,198.498993,0
2016-11-28,200.522003,200.522003,197.479004,198.369003,198.369003,0
2016-11-29,198.169998,199.412003,198.003006,198.498993,198.498993,0
2016-11-30,198.578995,198.727997,197.945007,198.270004,198.270004,0
2016-12-01,199.813995,199.813995,198.147995,198.320007,198.320007,0
2016-12-02,197.483002,197.811005,196.244003,197.811005,197.811005,0
2016-12-05,195.559998,197.378998,195.490005,196.774994,196.774994,0
2016-12-06,197.850006,197.850006,194.757004,195.697006,195.697006,0
2016-12-07,196.524002,197.845993,196.524002,197.011993,197.011993,0
2016-12-08,199.714005,200.740997,197.641998,200.440994,200.440994,0
2016-12-09,200.591003,202.138000,200.511002,201.348007,201.348007,0
2016-12-12,200.541000,201.059998,200.283997,200.850006,200.850006,0
2016-12-13,201.354996,201.375000,199.839005,199.869003,199.869003,0
2016-12-14,199.869003,201.029999,199.869003,199.988998,199.988998,0
