Date,Open,High,Low,Close,Adj Close,Volume
2019-01-11,47.445000,47.445000,47.445000,47.250000,47.250000,250
2019-01-14,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-15,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-16,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-17,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-18,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-21,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-22,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-23,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-24,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-25,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-28,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-29,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-30,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-01-31,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-02-01,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-02-04,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-02-05,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-02-06,47.250000,47.250000,47.250000,47.250000,47.250000,0
2019-02-07,49.139999,49.165001,49.139999,48.730000,48.730000,1000
2019-02-08,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-11,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-12,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-13,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-14,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-15,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-18,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-19,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-20,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-21,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-22,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-25,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-26,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-27,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-02-28,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-03-01,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-03-04,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-03-05,48.730000,48.730000,48.730000,48.730000,48.730000,0
2019-03-06,50.830002,50.849998,50.830002,50.860001,50.860001,9072
2019-03-07,50.730000,51.009998,50.730000,50.730000,50.730000,11540
2019-03-08,50.730000,50.730000,50.730000,50.730000,50.730000,0
2019-03-11,50.730000,50.730000,50.730000,50.730000,50.730000,0
2019-03-12,50.730000,50.730000,50.730000,50.730000,50.730000,0
2019-03-13,50.730000,50.730000,50.730000,50.730000,50.730000,0
2019-03-14,50.730000,50.730000,50.730000,50.730000,50.730000,0
2019-03-15,50.730000,50.730000,50.730000,50.730000,50.730000,0
2019-03-18,50.730000,50.730000,50.730000,50.730000,50.730000,0
2019-03-19,50.730000,50.730000,50.730000,50.730000,50.730000,0
2019-03-20,51.700001,51.700001,51.700001,51.660000,51.660000,96
2019-03-21,51.660000,51.660000,51.660000,51.660000,51.660000,0
2019-03-22,51.660000,51.660000,51.660000,51.660000,51.660000,0
2019-03-25,50.860001,50.900002,50.860001,50.849998,50.849998,1519
2019-03-26,50.849998,50.849998,50.849998,50.849998,50.849998,0
2019-03-27,51.070000,51.380001,51.070000,51.299999,51.299999,4733
2019-03-28,51.380001,51.410000,51.250000,51.240002,51.240002,5851
2019-03-29,51.380001,51.680000,51.340000,51.580002,51.580002,11653
2019-04-01,51.869999,52.099998,51.869999,52.070000,52.070000,5662
2019-04-02,52.070000,52.150002,52.070000,52.240002,52.240002,283
2019-04-03,52.490002,52.549999,52.490002,52.599998,52.599998,44
2019-04-04,52.540001,52.540001,52.470001,52.520000,52.520000,495
2019-04-05,52.470001,52.630001,52.470001,52.660000,52.660000,158
2019-04-08,52.509998,52.639999,52.509998,52.450001,52.450001,507
2019-04-09,52.520000,52.689999,52.520000,52.299999,52.299999,128
2019-04-10,52.419998,52.419998,52.419998,52.459999,52.459999,5
2019-04-11,52.490002,52.570000,52.490002,52.509998,52.509998,259
2019-04-12,52.380001,52.459999,52.360001,52.410000,52.410000,4680
2019-04-15,52.410000,52.410000,52.410000,52.410000,52.410000,0
2019-04-16,52.660000,52.730000,52.660000,52.750000,52.750000,181
2019-04-17,52.750000,52.750000,52.750000,52.750000,52.750000,0
2019-04-18,52.700001,52.820000,52.700001,52.990002,52.990002,144
