Date,Open,High,Low,Close,Adj Close,Volume
2017-06-21,174.580002,174.580002,174.580002,174.580002,174.580002,0
2017-06-22,174.580002,174.580002,174.580002,174.580002,174.580002,1430
2017-06-23,9.703280,9.703280,9.623830,9.631280,9.631280,7236
2017-06-26,174.970001,175.460007,174.970001,174.539993,174.539993,162
2017-06-27,173.440002,173.479996,173.339996,173.210007,173.210007,137
2017-06-28,173.190002,173.190002,173.190002,173.130005,173.130005,196
2017-06-29,9.678670,9.678670,9.456670,9.478890,9.478890,57438
2017-06-30,9.444330,9.531110,9.419610,9.422220,9.422220,20862
2017-07-03,9.484940,9.534610,9.472330,9.528110,9.528110,4212
2017-07-04,171.429993,171.429993,171.429993,171.399994,171.399994,434
2017-07-05,9.489330,9.529610,9.482780,9.518060,9.518060,2754
2017-07-06,9.515000,9.515000,9.395610,9.463330,9.463330,4932
2017-07-07,9.474890,9.474890,9.430940,9.466720,9.466720,7110
2017-07-10,9.504330,9.508280,9.476440,9.485280,9.485280,3618
2017-07-11,9.527940,9.527940,9.470780,9.470780,9.470780,2430
2017-07-12,9.505560,9.613830,9.495940,9.599170,9.599170,16416
2017-07-13,9.601830,9.652780,9.601830,9.629000,9.629000,12240
2017-07-14,9.624220,9.638940,9.624220,9.638940,9.638940,180
2017-07-17,9.630060,9.644440,9.622170,9.629220,9.629220,2574
2017-07-18,9.599940,9.599940,9.521720,9.530610,9.530610,774
2017-07-19,9.552720,9.594390,9.532330,9.582440,9.582440,5526
2017-07-20,9.612440,9.655560,9.575060,9.575060,9.575060,7380
2017-07-21,9.579170,9.579170,9.431440,9.443110,9.443110,4680
2017-07-24,9.453560,9.466670,9.402720,9.439780,9.439780,2664
2017-07-25,9.463500,9.541670,9.463500,9.502780,9.502780,2178
2017-07-26,9.493890,9.549940,9.493890,9.548720,9.548720,9900
2017-07-27,9.537330,9.587890,9.537330,9.552720,9.552720,7128
2017-07-28,9.482560,9.482560,9.447280,9.451220,9.451220,17784
2017-07-31,9.474440,9.488830,9.430170,9.430170,9.430170,1098
2017-08-01,170.479996,170.479996,170.479996,171.100006,171.100006,1
2017-08-02,171.029999,171.029999,171.029999,170.279999,170.279999,418
2017-08-03,170.169998,170.169998,170.169998,170.809998,170.809998,57
2017-08-04,9.483060,9.605000,9.483060,9.574610,9.574610,4068
2017-08-07,172.270004,172.270004,172.270004,172.539993,172.539993,1
2017-08-08,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-09,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-10,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-11,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-14,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-16,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-17,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-18,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-21,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-22,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-23,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-24,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-25,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-28,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-29,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-30,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-08-31,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-01,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-04,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-05,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-06,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-07,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-08,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-11,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-12,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-13,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-14,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-15,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-18,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-19,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-20,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-21,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-22,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-25,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-26,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-27,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-28,172.539993,172.539993,172.539993,172.539993,172.539993,0
2017-09-29,172.539993,172.539993,172.539993,172.539993,172.539993,0
